Provinsi,KotaKab,TipeFaskes,NamaFaskes,AlamatFaskes,Latitude,Longitude
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Spn Seulawah,Jl. B.Aceh-Medan Lamtamot Km.6,5.38637,95.6925
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Yonkav 11/Serbu,Jln. Kota Jantho,5.30245,95.56512
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Yonzipur 16/Da,Jl. Banda Aceh Medan,5.37768,95.43323
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Ranup Peunawa,Jln. Soekarno Hatta,5.51631,95.32528
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Kimia Farma Seulimeum,Jalan Banda Aceh - Medan Km.40,5.370136,95.548621
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Kimia Farma Lamnga,Jl. Laksamana Malahayati Km.12,5.62186,95.398535
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Bp2Ip Malahayati Aceh,Jl. Laksamana Malahayati Km.19,5.655073,95.438272
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Bunda Warni,Jalan Mata Ie Dusun Jaimun ,5.513861,95.3
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Khansa,Jl. Malahayati Km.8 Desa Kajhu,5.59757,95.37563
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Meurasi Lambaro,"Jl.Banda Aceh-Medan Km 4,5",5.508449,95.358162
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Meurasi A. Galong,"Jl.B.Aceh-Medan Km 14,5",5.473156,95.389516
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Mata Ie Rindam Im,"Jl.Mata Ie, Kab. Aceh Besar",5.49965,95.2994
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Az Zaitun,"Bandara Sim Km. 11,5",5.50983,95.39265
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Klinik Pratama,Klinik Latifah,Jl. Soekarno Hatta  No.4,5.5252,95.29747
Nanggroe Aceh Darussalam,Kab. Aceh Besar,Apotek,If Rsud Aceh Besar,Jalan Banda Aceh-Medan Km. 25 ,5.1103,95.44687
Nanggroe Aceh Darussalam,Kab. Pidie,Rumah Sakit,RSU Tgk. Abdullah Syafi'I,"Banda Aceh-Medan, Beureunun",5.278978,95.98
Nanggroe Aceh Darussalam,Kab. Pidie,Rumah Sakit,RS Mufid,Jln Prof A Majid Ibrahim No 62,5.377961,95.95896
Nanggroe Aceh Darussalam,Kab. Pidie,Rumah Sakit,RSU Tgk. Chik Ditiro Sigli,Jl. Prof. A Majid Ibrahim,5.38485,95.96
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Mutiara Timur,"Jl. Banda Aceh-Medan Km.125,5",5.26248,95.974
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Ujong Rimba,Jl. Blang Malu- Didoh No.3,5.24631,95.99251
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Mutiara Barat,Jl. Dayah Babul Mu'Arif,5.27981,95.974
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Sakti,Jl.Tangse- Beureunun No.3 ,5.2526,95.94559
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Keumala,Jl. Beureunun-Meulaboh Km.12 K,5.23845,95.931
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Titeu,"Jl.Tangse- Beureunun, Titeu",5.22852,95.88222
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Tiro/Truseb,Jl.Pintu Satu No.1,5.2102,95.966
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Tangse,Jl.Beureunun - Meulaboh Km.46,5.01294,95.914978
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Geumpang,Jl. Geumpang - Tutut,4.84446,96.12554
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Peukan Baro,Jl. Banda Aceh- Medan Km.121,5.33577,95.95
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Indra Jaya,Jl. Caleue-Garot Desa Ulee Bir,5.317691,95.945558
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Simpang Tiga (Pidie),Jl. Sigli - Kembang Tanjong Km,5.36787,95.97367
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Pidie,Jl. Sigli- Garot Km.4,5.36394,95.93172
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Kota Sigli,"Jl. Kesehatan No.2, Gp.Blang A",5.38148,95.95627
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Batee,"Jl. Krueng Raya - Tibang Km.4,",5.41054,95.894
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Delima,Jl. Gp.Aree - Mila,5.36138,95.9
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Reubee,Jl.Grong - Grong - Reubee,5.35322,95.8951
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Grong-Grong,Jl.Grong - Grong Reubee No.18,5.36985,95.9
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Mila,Jl.Sigli- Jabal Ghafur Desa La,5.30012,95.917
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Padang Tiji,Jln. Banda Aceh - Medan Km. 97,5.38197,95.84865
Nanggroe Aceh Darussalam,Kab. Pidie,Puskesmas,Muara Tiga,Jl. Sp.Beutong- Laweung,5.51503,95.83697
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Utama,dr. ELLYA NOER,Jl. Belakang Puskesmas K Sigli,5.3842,95.95664
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Utama,Dr. Chera Moulina,Jalan Beureunun - Tangse,5.251527,95.943182
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Yudha Bhakti,Jl. Malahayati,5.38509,95.96674
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Klinik Polres Pidie,Tgk Chik Ditiro No.13,5.37881,95.951
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Bp Aa Medical,Jl. Sigli - Kb Tanjong No. 3,5.34838,95.99317
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Klinik Kimia Farma Sigli,Jalan Perdagangan No.1 Kota Si,5.384493,95.96
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Klinik Asmaul Husna Pidie,jalan Banda Aceh - Medan,5.3757,95.8491
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Klinik Mutiara,Jl.Prof.A.Madjid Ibrahim No.2,5.37928,95.96
Nanggroe Aceh Darussalam,Kab. Pidie,Klinik Pratama,Klinik Bunda,Jl.B.Aceh-Medan No.1,5.37461,95.9
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Rumah Sakit,RS Pertamina Rantau,Jl Cepu No. 1,4.330663,98.153115
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Rumah Sakit,RSUD Kabupaten Aceh Tamiang,"Jl.Kesehatan, Karang Baru",4.199706,97.86747
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Sekerak,Jln Pantai  Tinjau Lebuk Sidup,4.2679,97.852
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Simpang Kiri,Desa Simpang Kiri Kec. Tengulu,4.1112,97.984
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Bandar Pusaka,Dusun Sidorejo,4.28422,97.88171
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Banda Mulia,Jl Asamera ,4.35494,97.9915
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Bendahara,Rantau - Upah,4.39695,98.168
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Seruway, Jln Temenggong,4.35744,98.17783
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Sapta Jaya,Desa Suka Mulia,4.26373,98.12481
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Puskesmas,Tamiang Hulu, Jalan Alur Jambu ,4.16846,97.859
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Klinik Pratama,Tonkes Yonif 111/Kb,Jl. Medan Banda Aceh,4.404863,98.252629
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Klinik Pratama,Bp Simpang Kiri Estate,Komplek Perumahan Empl/Blok 21,4.105462,97.969923
Nanggroe Aceh Darussalam,Kab. Aceh Tamiang,Klinik Pratama,Klinik Ksu Wassalam,"Jln Pondok Putih, Desa Selamat",4.091695,97.9562
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Nibong,Jl. Simpang Paya - Leubok Reus,5.065962,97.25
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Paya Bakong,Jl. Chiek Paya Bakong,4.992095,97.232
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Blang Geulumpang,Jl. Mesjid Blang Geulumpang De,5.184544,97.458642
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Nisam Antara,Jl. Antara No.15,5.083106,96.982261
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Simpang Tiga Au,Jl. Irigasi Langkahan,5.051126,97.49
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Pirak Timu,Jln. Perusahaan Hulu Energi,4.996649,97.275336
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Muara Batu,Jl. Medan Banda Aceh,5.245485,96.915357
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Tanah Pasir,Jl. Cut Nyak Asiah ,5.131064,97.246595
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Syamtalira Aron,Jl. Banda Aceh - Medan Km 292,5.104535,97.244282
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Tanah Luas,Jl. Teungku Chik Keureutoe,5.066967,97.264787
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Matang Kuli,Jln.Mesjid Matangkuli ,5.032688,97.277717
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Baktiya,Jl.  Banda Aceh Medan,5.133104,97.4
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Baktiya Barat,Jl. Banda Aceh - Medan,5.119004,97.364167
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Tanah Jambo Aye,Jl. Medan Banda Aceh,5.119139,97.451
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Samudera,Jl. Raya Banda Aceh - Medan,5.11631,97.2
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Meurah Mulya,Jl. Irigasi Krueng Pasee No. I,5.071748,97.2
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Simpang Kramat,Jl. Cot Syahit,5.088194,97.116268
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Puskesmas,Sawang,Jl. Keude Sawang,5.132628,96.892436
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Klinik Utama,Dr. Diky Hardiansyah,Jl. Medan Banda Aceh,5.24033,96.913419
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Klinik Utama,Dr H. Miftahuddin,Jl. Medan Banda Aceh,5.116319,97.454339
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Klinik Utama,dr. HARRY LAKSAMANA,"Medan-Banda Aceh 
Desa Cempeud",5.12548,97.443892
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Klinik Pratama,Klinik Muda Chik,Medan-Banda Aceh,5.255331,96.968291
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Klinik Pratama,Bp Annisa,Jln. Sawang,5.202215,96.92
Nanggroe Aceh Darussalam,Kab. Aceh Utara,Klinik Pratama,Klinik Atiqah Medical,Jalan Medan-B.Aceh,5.133028,97.4
Nanggroe Aceh Darussalam,Kab. Bireun,Rumah Sakit,Avicenna,Jl. Laksamana Malahayati No.1,5.212484,96.7
Nanggroe Aceh Darussalam,Kab. Bireun,Rumah Sakit,RSU Jeumpa Hospital,B.Aceh - Medan Km 220 No. 102,5.205108,96.722269
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Plimbang,Jl. Medan Banda Aceh Km. 195,5.186168,96.52
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Kuala,Jl. Bireun Kuala Raja,5.235623,96.71198
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Kota Juang,Gampong Buket Teukuh Bireuen ,5.197662,96.721556
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Juli Dua,"Jalan Gayo, Km 5 ",5.152334,96.713697
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Samalanga,Jl. Simpang Matang,5.206745,96.375875
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Simpang Mamplam,Jl. Medan - Banda Aceh Km 182 ,5.189306,96.4
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Jeunieb,Jl. Medan - Banda Aceh Km.193,5.190086,96.49654
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Peudada,Jl. Medan - Banda Aceh,5.196369,96.593537
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Jeumpa,Jln. Banda-Aceh -Medan Desa Co,5.206329,96.669271
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Juli,Jl. Bireuen - Takengon Km.10,5.119909,96.713395
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Peusangan,"Jl. Medan-Banda Aceh Km 230, ",5.196026,96.8
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Peusangan Siblah Krueng,"Jl. Lueng Daneun-Makmur Km 1,",5.158987,96.817579
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Jangka,Jl. Puskesmas No.2,5.253836,96.783678
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Makmur,Jl. Banda Aceh-Medan Sp. Leubu,5.161353,96.868634
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Gandapura,Jl. Banda Aceh-Medan Km.550,5.234907,96.897264
Nanggroe Aceh Darussalam,Kab. Bireun,Puskesmas,Kuta Blang,Jl. Banda Aceh-Medan Km.350 ,5.213112,96.81
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Utama,Dr Amir Addani M. Kes,Jl. Kolonel Husen Yusuf No. 22,5.202878,96.7
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Utama,Dr Chandra Za M. Kes,Jl. Jangka No. 6,5.197749,96.788
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Utama,dr. RIZA FAHMI,Jl.T.Hamzah Bendahara No.19-21,5.203657,96.7
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Utama,dr. IKHSAN,Jln. Jangka,5.200036,96.7891
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Utama,dr. SYARI AFRIANINGSIH,Meunasah Kota,5.188552,96.4991
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Utama,dr. DARMAWANTI,Jln. Medan-B.Aceh,5.232959,96.891119
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Pratama,Urkes Polres Bireun,Jl. Laksamana Malahayati No. 0,5.205764,96.7
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Pratama,Bp Ibnu Sina,Jln. Malikussaleh No 12,5.201551,96.7
Nanggroe Aceh Darussalam,Kab. Bireun,Klinik Pratama,Klinik Katiga Bireuen,Jalan Medan-B. Aceh No. 65,5.212453,96.835
Nanggroe Aceh Darussalam,Kab. Bireun,Apotek,Apt.Kimia Farma Bireuen,Jl. T Hamzah Bendahara No. 19,5.121402,96.59
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Rumah Sakit,Bunga Melati,Jl. Samudera Baru No. 03,5.175369,97.1444
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Puskesmas,Muara Dua,Jl. Banda Aceh - Medan,5.119972,97.159222
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Puskesmas,Banda Sakti,Jl. Blang Rayeuk Lr. Mangga,5.197188,97.1337
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Puskesmas,Mon Geudong,Jl. Pase Lr. Ii,5.175251,97.143917
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Puskesmas,Blang Mangat,Jl. Panglima Adib No. 01,5.113274,97.167
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Puskesmas,Blang Cut,Jl. Meuraksa,5.138521,97.162938
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Utama,dr. FERDIAN SUBHAN,Jalan Medan B.Aceh No.84A,5.172326,97.13
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Utama,"Dr. Rahmat Suryadi, Mph",Jl. Perdagangan Lhokseumawe (A,5.175658,97.149957
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Sikes Satrad 231,Jl. Komplek Tni Au Satrad 231,5.121009,97.152695
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Klinik Polres Lhokseumawe,Jl. Samudera No. I,5.180376,97.122271
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Klinik Vinca Rosea,Jl. Darussalam Simpang.Jl. Ma,5.183989,97.145484
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Klinik Nanda,Jl. Banda Aceh  - Medan No.56,5.181407,97.122368
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Klinik Wira Bhakti,"Jl. Iskandar Muda, No. 16",5.182155,97.151887
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Bp Olasvi,Samudera Baru No. 1A,5.176287,97.146911
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Klinik Pratama,Klinik Lhokseumawe Husada,Jl. Merdeka Barat No. 12 F,5.182561,97.137492
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Apotek,Apotek Kimia Farma,Jl. Darusalam Dusun Rahmat,5.183303,97.143146
Nanggroe Aceh Darussalam,Kab. Aceh Singkil,Klinik Pratama,Urkes Polres Singkil,"Singkil - Subussalam Km 22,5",2.275913,97.956
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Teupah Tengah,"Jl. Teuku Umar, Km. 10.5",2.497178,96.189682
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Simeulue Cut,Jl. Tgk. Diujung,2.58865,95.94214
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Kuala Makmur,Jl.Sinabang  - Luan Balu Km 14,2.387415,96.423142
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Puskesmas Sangiran,Jl. Tgk Ismail Simeulue Barat,2.776488,95.946961
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Simeulue Timur,Simeulu Timur,2.47975,96.37846
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Teupah Selatan,Jl. Batu Berlayar,2.40881,96.477
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Simeulue Tengah,Simeulu Tengah,2.59184,95.97179
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Salang,Jl.Teuku Hamzah,2.664449,95.877596
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Simeulue Barat,"Jl. Tgk. Ismail, Km. 114",2.789862,95.948849
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Alafan,Jl. Tgk. H.Awaludin Makrifatul,2.760436,95.736885
Nanggroe Aceh Darussalam,Kab. Simeulue,Puskesmas,Teupah Barat,Teupah Barat,2.44093,96.24364
Nanggroe Aceh Darussalam,Kab. Simeulue,Klinik Pratama,Klinik Polres Simeulue,"Jl. Teuku Umar, Polres Simeulu",2.43263,96.36878
Nanggroe Aceh Darussalam,Kab. Simeulue,Klinik Pratama,Klinik Bersalin Suci Yuliana,Jl. Pahlawan Np. 177,2.47638,96.37996
Nanggroe Aceh Darussalam,Kab. Simeulue,Klinik Pratama,Bp Lanal Simeulue,Jl. Letkol Ali Hasan,2.49187,96.367
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Ibu Dan Anak Aceh,Jalan Prof. A. Majid Ibrahim I,5.55,95.31667
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,Meutia Hospital,Jl.Cut Mutia No.55 Kp.Baru,5.28387,95.63125
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Prince Nayef Bin Abdul Aziz,Jalan Lingkar Kampus Universit,5.570984,95.36282
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RSUD Dr. Zainoel Abidin,Jl. Tgk. Daud Beureueh No. 108,5.56347,95.3382
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Tengku Fakinah," Jl. Jend. Sudirman No.27-29, ",5.52774,95.27133
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Iskandar Muda,"Jl. T. Angkasa Bendahara, Kuta",5.555843,95.32196
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Jiwa Aceh,Jl. Dr. T. Syarief Thayeb No. ,5.563713,95.33887
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RSUD Meuraxa,"Jalan Soekarno - Hatta, Mibo, ",5.51809,95.318
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Harapan Bunda,Jlt Umar No 181-185 Banda Aceh,5.54018,95.3
Nanggroe Aceh Darussalam,Kota Banda Aceh,Rumah Sakit,RS Bhayangkara Polda Nad,"Jl. Cut Nyak Dhien, No 23 ",5.530059,95.29491
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Baiturrahman,Labuy - Ateuk Pahlawan,5.54897,95.32583
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Batoh,Jl.Kampus Muhammadiyah Batoh,5.53504,95.33247
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Kuta Alam,Jl. Twk. Hasyim Banta Muda No.,5.56225,95.32377
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Lampulo,"Jl. Buah Delima, Komplek Perik",5.57405,95.32438
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Lampaseh Kota,"Jl. Rama Setia Lr. Syahmidin,",5.55735,95.31
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Kopelma Darussalam,Jl. Inong Balee No.38 Kopelma,5.5771,95.36456
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Ulee Kareng,"Jl. Prof. Ali Hasyimi, Jembata",5.53639,95.349
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Jeulingke,Jl. Tgk. Batee Timoh Jeulingke,5.57721,95.34463
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Meuraxa,Jl. St. Iskandar Muda Blang Oi,5.55302,95.292
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Banda Raya (Mibo),Jl. Tgk. Di Lhong I,5.503071,95.3
Nanggroe Aceh Darussalam,Kota Banda Aceh,Puskesmas,Jaya Baru (Lampoh Daya),Jl.Tgk Abd.Rahman Mns.Meucap G,5.53167,95.29381
Nanggroe Aceh Darussalam,Kota Banda Aceh,Dokter Praktik Perorangan,Klinik Ginjal Nadhira,Jl Singgahmata No 29 Sukaramai,5.547241,95.313
Nanggroe Aceh Darussalam,Kota Banda Aceh,Dokter Praktik Perorangan,Bkpm Provinsi Aceh (Bp Paru),Jl. Dr. T. Syarif Thayeb No.11 Banda Aceh ,5.563627,95.33876
Nanggroe Aceh Darussalam,Kota Banda Aceh,Dokter Gigi,Drg. Cut Nandalia,Jl. H.M. Taher No. 70,5.53665,95.33874
Nanggroe Aceh Darussalam,Kota Banda Aceh,Dokter Gigi,DRG. JUWAIRIYAH Nst. M. Kes,Jl. Iskandar Simpang Tujuh ,5.55134,95.35568
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Utama,Dr. Taufik Ridwan,Jl. Pocut Baren No 37 C/D ,5.56213,95.32593
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Utama,"Dr. Safriati, M. Kes",Jl. Sa. Johansyah,5.53889,95.31342
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Utama,Dr. Bahagia,Jl. T. Iskandar No. 2 Sp. Ilie,5.55143,95.34938
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Utama,Dr. Hasnur Elfiyeni,Jl. Sultan Iskandar Muda No.60,5.55031,95.3
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Utama,"Dr. Quranayati, M.Kes",Jalan T. Hsan Dek No.20,5.551885,95.33
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Utama,Dr.Quratul Aini,Jl T Iskandar Ulee Kareng,5.55134,95.35568
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Makodam Iskandar Muda,Jl. Kesehatan No.01 Kuta Alam ,5.55362,95.32386
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Biddokkes Polda Aceh,Jl. Cut Nyak Dhien No. 23,5.52969,95.29475
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Sat Brimobda,"Jl. Daud Bereueh, Jambo Tape",5.55907,95.32983
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Mapolda Aceh,Jl. T.Nyak Arif,5.57826,95.34882
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Sanggamara,Jl.Sultan Alaidin Mahmud Syah ,5.55116,95.3199
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Cempaka Lima Bna,Jl. Tgk. Daud Beureueh B.Aceh,5.56055,95.33268
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Meurasi Gp.Ateuk,Jl. Taman Makam Pahlawan No. 3,5.5432,95.32169
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Mitra Medistra,Jln. Residen Danubroto,5.53616,95.31496
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Poliklinik Pt. Pertamina Aceh,Jln.Tgk.H.M.Daud Beureueh 29 ,5.55754,95.32536
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Muhammadiyah Aceh,"Jl. Punge Blang Cut, No.33",5.546984,95.3
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Cempaka Lima Neusu,Jalan Mulia No.2-3,5.539942,95.31528
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Lkc Dompet Dhuafa Aceh,Jalan Tgk. Imuem Lueng Bata,5.549829,95.333
Nanggroe Aceh Darussalam,Kota Banda Aceh,Klinik Pratama,Klinik Meurasi Batoh,Dr.Mr.H.Mohd Hasan,5.53212,95.33
